tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
222686,AmazonHelp,False,Thu Oct 05 04:22:37 +0000 2017,@169198 I'm sorry for re reoccurring delivery issues. Are you noticing this trend with a certain carrier: https://t.co/q4LAMZ3tbE? ^GG,222687,222688
269129,AmazonHelp,False,Fri Oct 06 01:06:05 +0000 2017,@180171 Sorry to know you're facing issues with gift card. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^SV,,269130
179355,AmazonHelp,False,Wed Oct 04 11:58:00 +0000 2017,@158262 We value your time. We will address your issue at the earliest and reach out you. ^CB,179356,179354
1821638,AmazonHelp,False,Wed Oct 18 03:46:31 +0000 2017,@546870 This isn't what we want to hear! Are you currently having an issue with your delivery? Please let us know. ^JA,,1821639
2889220,AmazonHelp,False,Wed Nov 29 19:03:00 +0000 2017,"@801075 Si les recherches dans votre entourage ne donnent rien, merci de nous tenir au courant. ^KD",2889221,2889219
801018,AmazonHelp,False,Thu Oct 12 15:46:21 +0000 2017,@310876 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B. (1/2) ^CB,,643824
222897,AmazonHelp,False,Thu Oct 05 03:33:55 +0000 2017,"@169232 Para nosotros es un placer, monoblock. Esperamos verte pronto. 🙂 ^JQ",,222898
1933830,AmazonHelp,False,Sun Oct 29 01:07:28 +0000 2017,"@575442 ご心配をおかけしております。お支払い番号は出荷準備に入り次第発行となります。
発行時にはEメールでご案内いたしますが、アカウントサービスのメッセージセンターからもその内容をご確認いただけます。https://t.co/T4O8Kak3dh 　MH https://t.co/HWwkB419Jf",,1933831
478619,AmazonHelp,False,Fri Dec 01 12:25:57 +0000 2017,"@228710 Hola, sentimos los inconvenientes, ¿nos podrías indicar si has contactado con el transportista? ^KA",,478620
439612,AmazonHelp,False,Wed Oct 11 10:28:39 +0000 2017,@219367 Please call us on the number found via this link: https://t.co/jzvkhdlrK5. (No log in required). ^JJ,,439613
1599244,AmazonHelp,False,Sun Nov 05 03:56:06 +0000 2017,"@491115 I'm sorry for the trouble caused over this order. As return is requested, please follow with the return and place a 1/2 ^RW",,1599242
1346628,AmazonHelp,False,Fri Oct 27 17:16:25 +0000 2017,"@391986 J'espère que vous recevrez votre colis rapidement, tenez-nous au courant ! 
^KE","1346629,1346630",1346626
1567475,AmazonHelp,False,Sat Nov 04 16:06:00 +0000 2017,@483725 vous pouvez soumettre une évaluation sur le manque d'emballage reçu via le lien suivant : https://t.co/lk935G8fa9 ^ME,,1567476
1771847,AmazonHelp,False,Wed Nov 08 18:46:29 +0000 2017,@532573 Sorry for the troubles! You should be contacted within 12 hours. Please let us know if you haven't been contacted by then. ^TH,"1771848,1771849",1771846
2723328,AmazonHelp,False,Mon Nov 20 11:25:24 +0000 2017,@763952 (2/2)なお、プライムは有料会員移行後に、特典のご利用がない場合は、会員登録をキャンセルのうえ年会費を返金いたします。詳細はこちらをご参照ください。https://t.co/LvvPS3hKzB SM,,2723329
2671993,AmazonHelp,False,Tue Oct 31 11:08:00 +0000 2017,@752354 お支払い番号は、ご注文商品の出荷準備が開始されるとEメールで送信されます。 注文確定から発送・お届けまでの流れはこちらをご参照下さい。 https://t.co/buyc1ji6zW EK,,2671991
2644415,AmazonHelp,False,Tue Oct 31 04:08:00 +0000 2017,@402986 I'm sorry your item isn't what you were expecting. You can view your return options here: https://t.co/5FrAqlZBV0 ^DG,,2644416
1033231,AmazonHelp,False,Mon Oct 23 05:47:27 +0000 2017,"@364455 us through a phone call, you may use 'chat' as a medium to contact us quickly. 2/2 ^RS",,1033232
799679,AmazonHelp,False,Tue Nov 21 09:24:32 +0000 2017,"@310571 Hi Michael, I can appreciate you are completely frustrated at this point but we can't help if we don't know the problem. Please send more details and we'd be happy to help. ^KK","799680,799681",799682
348057,AmazonHelp,False,Sun Oct 08 06:22:00 +0000 2017,@198883 Please follow the troubleshooting steps as mentioned in the screenshot. (2/2) ^KA,348058,348059
71936,AmazonHelp,False,Thu Nov 30 10:29:32 +0000 2017,"@132140 Juanmi, we don't have any more stock of this item right now, and we're not sure when we'll be able to get more but you can keep an eye on our Website to verify the availability. ^VL",71937,71933
896691,AmazonHelp,False,Fri Oct 13 18:38:31 +0000 2017,@272837 I get your concern and I'm sorry about the order. Have you reported this to our support team as requested above? ^HA,896692,843132
1001003,AmazonHelp,False,Sat Oct 14 12:41:41 +0000 2017,@161904 We would like to have a closer look. Please drop in your details here: https://t.co/GIJyeYqKE0. We will look into it. ^SB,1001004,1001005
1844326,AmazonHelp,False,Wed Oct 18 07:08:30 +0000 2017,@200617 We're sorry for the trouble. Please contact our support team here: https://t.co/vlvfJr4nN9 and we'll help you. ^ZH,"1844327,1844328",1844329
197887,AmazonHelp,False,Sat Sep 30 21:56:51 +0000 2017,"@162531 Si ya mandaste los documentos, por favor aguarda una respuesta hasta 24 horas laborables desde el día que los enviaste. ^JJ",197886,197888
1446408,AmazonHelp,False,Fri Nov 03 06:54:51 +0000 2017,"@455627 We are sorry for his inconvenience, your experience will be forwarded to the relevant team as feedback for improvements. ^MJ",,1446407
2065822,AmazonHelp,False,Thu Oct 19 01:24:53 +0000 2017,@238165 Hi Beka! Please contact us at the following link and we'll be able to help: https://t.co/hApLpMlfHN ^WT,,2065823
1553280,AmazonHelp,False,Sat Nov 04 09:32:00 +0000 2017,@480566 We have received your details. We are working on it and get back to your with an update. ^SB,1553278,1553281
1829422,AmazonHelp,False,Sun Oct 29 01:37:00 +0000 2017,@548982 What was the delivery date shown on your original order confirmation e-mail? Are you seeing a different estimate now? ^MB,1829423,1829420
160381,AmazonHelp,False,Fri Nov 24 18:30:01 +0000 2017,"@152945 Olá, Rodrigo! Conte para nós, o que fizemos para merecer seu amor?. ❤️💛💙 ^NB",160382,160383
1321506,AmazonHelp,False,Wed Oct 18 07:18:00 +0000 2017,@428517 すでにお分かりかとは存じますが、Amazonからそのような内容のメールやメッセージはお送りしておりません。Amazonを騙るメールやメッセージを受信された場合、連絡したり個人情報を登録したりしないようご注意ください。 TN,,1321507
1602563,AmazonHelp,False,Sun Nov 05 06:58:30 +0000 2017,"@491842 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH",,1602564
486753,AmazonHelp,False,Fri Dec 01 15:57:33 +0000 2017,"@161302 In this case, you'll need to contact the Financial Institution connected to the Amazon Visa. You can find their contact information here: https://t.co/wKiFh2sJiB ^AB",486754,486752
2401806,AmazonHelp,False,Fri Oct 20 13:35:07 +0000 2017,@691020 Siamo corsi da te! Facci sapere se ti piacciono 🎤🐶📚! ^ZC https://t.co/QlAr0DI6oP,,2401807
817566,AmazonHelp,False,Thu Oct 12 21:37:00 +0000 2017,"@314733 sinon pour Samedi, c'est envisageable ? ^RA",817567,817565
1487397,AmazonHelp,False,Fri Nov 03 05:30:27 +0000 2017,@465453 とんでもないです。残念なことに悪質な詐欺が増えているようですのでどうぞお気を付けください。SK,,1487395
379582,AmazonHelp,False,Mon Oct 09 07:07:57 +0000 2017,@206058 Check this link https://t.co/Yo6lvGW5Cq out for an invitation. You would find it on the right -hand side of the page. ^VM,379583,379584
1603288,AmazonHelp,False,Sun Nov 05 07:44:24 +0000 2017,@492048 Apologies for the trouble. Kindly report this to our support team here:: https://t.co/vlvfJr4nN9 &amp; we'll have this checked. ^EM,,1603289
2625324,AmazonHelp,False,Mon Oct 30 23:38:00 +0000 2017,"@741571 To clarify, what's the delivery date shown in your order confirmation e-mail here: https://t.co/AFoMPWUpOx? ^JM",2625325,2625322
2473375,AmazonHelp,False,Wed Nov 15 13:50:00 +0000 2017,"@310451 Hi Cheryl, have you finished your call? What solution/options were provided? Keep us posted. ^BD",2473376,2473374
490597,AmazonHelp,False,Sat Nov 25 10:47:29 +0000 2017,"@141265 I am sorry to hear this Robert. When you spoke to the manager, have you been given a specific time that you would receive this callback please?^GA",989837,490596
2868436,AmazonHelp,False,Tue Nov 28 01:25:25 +0000 2017,"@796603 Have we missed the promised delivery date provided in your order confirmation e-mail? If so, have we given a reason for delay? Who is the carrier and what is the latest tracking? That information will be shown here: https://t.co/Y5jpI9gRhE We'd be happy to help! ^SK",2868437,2868438
2465379,AmazonHelp,False,Wed Nov 15 09:56:00 +0000 2017,"@705522 Hey Gleann! Really sorry to hear about this issue with your orders. Have you been in touch with us about the cancellations? If so, what did we advise?  

^JC.",2465380,2465381
1014257,AmazonHelp,False,Mon Oct 16 19:14:29 +0000 2017,"@359996 I understand your concern, I've noted your comments and have forwarded your feedback internally. ^VR",,1014256
492239,AmazonHelp,False,Fri Dec 01 17:02:31 +0000 2017,@232320 We've responded to your Direct Message! Let us know what we can do to help! ^MT,,492240
130851,AmazonHelp,False,Sun Nov 12 11:40:27 +0000 2017,"@145540 As mentioned earlier, our team is working on having this resolved as soon as possible. Appreciate your patience and understanding in this regard. ^JS",130850,130852
1601361,AmazonHelp,False,Sun Nov 05 05:37:26 +0000 2017,@491598 そのままごゆっくりおくつろぎいただければと思います～♪ (*´∇｀*) 今後も箱ともどもhttps://t.co/st4oU5QbhPをよろしくお願いいたします。TN,,1601359
2730292,AmazonHelp,False,Mon Nov 20 15:12:31 +0000 2017,"@765462 Olá Gi, sentimos o inconveniente. Poderia nós confirmar se ao tentar acessar o site te apresenta um erro? ^DA",2730293,2730294
2130925,AmazonHelp,False,Wed Nov 08 19:57:05 +0000 2017,"@627168 I miei colleghi sono a tua disposizione dalle 6 alle 24, e potrai contattarli da qui: https://t.co/33RiO2V8RD. A presto! ^MP",2130926,2130927
1268855,AmazonHelp,False,Mon Oct 16 07:07:00 +0000 2017,"@417103 Please reach our support team here: https://t.co/vlvfJr4nN9, we'll update you on the latest status. ^HT",,1268853
180127,AmazonHelp,False,Fri Oct 06 12:55:00 +0000 2017,@158389 We apologize for the delay. We'll ensure to close this at earliest. ^CB,180128,180126
1448045,AmazonHelp,False,Fri Nov 03 03:47:00 +0000 2017,"@456028 (2/2) info on our different plans, please click here: https://t.co/dC7Ev2eLDA. I hope this helps! ^HS",,1448042
1220848,AmazonHelp,False,Mon Nov 27 15:18:42 +0000 2017,"@406461 Hola Rodrigo, que alegría nos da que compartas tus experiencias positivas con nosotros ❤️  ¿Cuál ha sido tu compra favorita? ^DB https://t.co/69bUGBrC0L",,1220846
746716,AmazonHelp,False,Wed Oct 11 16:57:40 +0000 2017,@298511 Sorry for the hassle Harish. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN,746736,746715
2332745,AmazonHelp,False,Fri Oct 20 05:15:29 +0000 2017,@675203 Certainly hope so. Exchange Offers are dependent on our buyback partners and hence is dynamic according to the pincodes. ^AB,"2332746,2332747",2332743
298447,AmazonHelp,False,Fri Oct 06 19:37:28 +0000 2017,"@187112 I'm sorry this item was damaged. Let us know when the replacement arrives, we want make sure it's in excellent condition. ^GR",298448,298449
89318,AmazonHelp,False,Thu Nov 30 14:37:00 +0000 2017,"@135315 Hi, I am sorry to hear the problems occurring with your parcel. I understand the carrier is unable to locate your address. Have you been in contact with the carrier to get this corrected? ^CR",89319,89320
893331,AmazonHelp,False,Fri Oct 20 21:57:28 +0000 2017,@332124 I'm sorry! We don't have access to account info via Twitter. Please reach out to us here: https://t.co/hApLpMlfHN ^TK,,893328
831777,AmazonHelp,False,Sun Oct 15 10:42:00 +0000 2017,@318094 Kindly check it here: https://t.co/8DAc10S7ww and revert to it. We'll get back to you soon. 2/2^AP,831779,831775
2638451,AmazonHelp,False,Fri Nov 17 22:55:56 +0000 2017,@744635 We would value your feedback regarding this if you'd like to leave it with us. Please reach out to us here: __email__ ^RO,,2638449
1553869,AmazonHelp,False,Sat Nov 04 10:47:00 +0000 2017,@480679 I'm sorry about the frustration! We'd like to help! Do you have an active order that's running behind? ^TK,"1553868,1553870,1553871",1553872
2104983,AmazonHelp,False,Wed Nov 08 13:06:00 +0000 2017,@511103 Je suis vraiment désolée Stephane. Il s'agit d'un oubli de scan de la part du chauffeur. Je remonte cela au service concerné. ^SB,2104984,2104982
644709,AmazonHelp,False,Wed Nov 22 18:26:00 +0000 2017,"@267722 I see, please share your details in the link provided earlier and we'll look into it.",644710,644711
2449705,AmazonHelp,False,Sun Oct 29 16:19:00 +0000 2017,@224022 I'm sorry the bananas arrived in that condition! We'd like to see how we can help so reach us here: https://t.co/hApLpMlfHN ^DD,,2449706
655,AmazonHelp,False,Tue Oct 31 23:07:33 +0000 2017,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,,654
467465,AmazonHelp,False,Fri Dec 01 06:33:00 +0000 2017,"@226274 Da Twitter non possiamo verificare il tuo ordine mp3, quindi ti suggerisco di contattare il Servizio Clienti da qui: https://t.co/IG0ELxu8u5. Al punto 1 dovrai selezionare l'opzione ""Servizi Digitali"". ^PS",,467461
1238820,AmazonHelp,False,Sat Nov 25 20:38:00 +0000 2017,@287928 We have more than 10000 skills and we are working on getting more international skills to India. ^NR,,1238819
2976438,AmazonHelp,False,Thu Nov 30 03:27:26 +0000 2017,@195683 I'm sorry we let you down! What's the latest tracking/delivery date shown in Your Orders here: https://t.co/Y5jpI9gRhE? ^JM,2976439,2976440
434589,AmazonHelp,False,Fri Oct 13 11:08:00 +0000 2017,"@218249 That's unexpected, I'm sorry. Please respond to the email you received from the social media team, we'll look into this. ^JC",434591,434588
960146,AmazonHelp,False,Sat Oct 14 02:51:46 +0000 2017,@269145 Please get in touch with our team using this link: https://t.co/rS49hgaADF and we'll be happy to help. ^AK (2/2),,960147
2159700,AmazonHelp,False,Thu Nov 09 00:24:00 +0000 2017,@634325 |ω・)ﾁﾗｯ.｡oO(ぜひお楽しみください...!) YM,,2159701
115866,AmazonHelp,False,Fri Nov 10 19:36:36 +0000 2017,"@141797 Hmm... just to confirm, Gavin, when you delete and re-add your address, are you opting to allow weekend delivery? ^BL",115863,115867
439130,AmazonHelp,False,Wed Oct 11 09:33:29 +0000 2017,"@184090 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",729713,439129
2069826,AmazonHelp,False,Thu Oct 19 01:46:34 +0000 2017,@612117 Sorry for the trouble with your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. (1/2)^SQ,,2069823
1727982,AmazonHelp,False,Tue Nov 07 12:49:00 +0000 2017,@522527 When was the callback promised?^CD,"1727983,1727984",1727981
1065691,AmazonHelp,False,Mon Oct 23 15:01:00 +0000 2017,"@371612 Da mit dem Standardversand so versendet wird, dass der Artikel zum Erscheinungstag ankommt. Daher ist keine Auswahl möglich. ^VM",1065694,1065688
1404786,AmazonHelp,False,Sun Oct 29 07:43:26 +0000 2017,"@446599 For more insight on your concern, we request you to reply to the email sent by our team. 1/2 ^RS",1404787,1404783
2290239,AmazonHelp,False,Sun Nov 12 07:11:24 +0000 2017,@665293 Amazonをご利用いただきありがとうございましたっ∩(´∀｀)∩ﾜｧｲ♪　SM,2290240,2290241
987003,AmazonHelp,False,Sat Oct 14 10:43:28 +0000 2017,"@353893 Regional languages are an integral part of our content in India. Prime Video is just getting started, 1/2^SB",,987002
2882628,AmazonHelp,False,Tue Nov 28 09:59:24 +0000 2017,@799765 困らせてすいませんm(_ _)m ご都合がいい時にお楽しみいただければと存じます(;´▽｀A`` TN,,2882629
2376120,AmazonHelp,False,Tue Nov 14 03:12:50 +0000 2017,@341062 Sorry to know about the delay in the delivery of the order. I'll be sure to pass on your feedback to our specialist team internally. Kindly wait until the mentioned time frame for the delivery of the order. Do keep us posted. Appreciate your patience. ^AK,2376121,2376122
1421869,AmazonHelp,False,Thu Nov 02 09:13:56 +0000 2017,@155634 What info is currently available on the tracking: https://t.co/aaDyEz1VgE? ^JJ,"1421870,1421871",1421872
1387760,AmazonHelp,False,Sat Oct 28 10:05:00 +0000 2017,@413737 of the delivery agent and in case you find any issue please do let us know and we'll be there to assist you on this 2/2 ^RB,,1387761
1324780,AmazonHelp,False,Tue Oct 17 15:52:02 +0000 2017,@429135 So sorry to hear this! We'd like to make sure this is reported. Please reach us via phone here: https://t.co/JzP7hlA23B ^AB,1324779,1324781
227919,AmazonHelp,False,Thu Oct 05 10:31:49 +0000 2017,"@170341 That's rather strange. I'm glad you could complete the purchase. Having said that, did you report the error ^JC (1/2)",,227917
1718146,AmazonHelp,False,Tue Oct 17 19:15:36 +0000 2017,@414660 What was the delivery date we listed in your order confirmation e-mail? Feel free to tweet us or reply via DM below. ^QJ https://t.co/1XyLaGkcaN,,1718142
533306,AmazonHelp,False,Sat Dec 02 12:02:33 +0000 2017,"@243546 At this point, please contact us so we can investigate. We can see what options are available now for you. You can contact us by phone or chat here: https://t.co/JzP7hlA23B Let us know if you need anything else! ^DA",,533305
2930116,AmazonHelp,False,Wed Nov 29 07:01:48 +0000 2017,@301733 Phew! Good to hear you got it all sorted out. We can promise that you are not the only person to do that... 🙋 ^EA,,2930117
2578460,AmazonHelp,False,Thu Nov 16 22:28:25 +0000 2017,"@731016 Can it be, that you mix that up? We have Prime Video and Music Unlimited. In the Czech Republic, you can access Prime Video via https://t.co/994EpRLnSJ. Or what exactly do you mean? ^AS",,2578458
531681,AmazonHelp,False,Sat Dec 02 10:34:30 +0000 2017,"@243167 You should still be able to create a return label for the item for a refund, and place a new order selecting the ""ship in Amazon box option"". Hope this helps!

-Sami",,531682
2972774,AmazonHelp,False,Thu Nov 30 01:57:01 +0000 2017,"@819915 ご承知のとおり、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。
https://t.co/st4oU5QbhP を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/IsVpAAxh5U SK",,2972775
1050771,AmazonHelp,False,Sat Oct 14 20:21:00 +0000 2017,@361330 Some items take longer to dispatch. Two-Day Shipping refers to transit time once shipped: https://t.co/nr77Qk2K4g ^BH,,1050772
2723911,AmazonHelp,False,Mon Nov 20 12:37:34 +0000 2017,@764049 Puedes mantenernos al tanto de esta entrega. ^VL,,2723909
2338171,AmazonHelp,False,Fri Oct 20 06:09:25 +0000 2017,"@170162 Hast du dich diesbezüglich bereits bei uns im Kundenservice gemeldet? Falls nein, gleich über: https://t.co/ohyvGrpvrY ^TR",2338172,2338173
129215,AmazonHelp,False,Fri Nov 24 05:44:27 +0000 2017,"@145092 Correcto Sara, solamente es cobrado al momento en que es enviado, por lo que el valor no se debita hasta que recibes el correo de que ha sido enviado. ^JD",129216,129213
1392957,AmazonHelp,False,Sat Oct 28 13:24:00 +0000 2017,@285178 We are following up with you via DM. Kindly check. ^MP,,1392958
744228,AmazonHelp,False,Wed Oct 11 16:00:35 +0000 2017,"@297940 I'm sorry for the delivery issue, Sylvia. Without giving any personal acct info, can you tell us more about what is doing on? ^CE","744229,744230",744231
2474961,AmazonHelp,False,Thu Nov 16 11:44:00 +0000 2017,@707559 Glad you have received the refund. Thank you for keeping us posted. ^SB,,2474959
2555149,AmazonHelp,False,Thu Nov 16 15:44:00 +0000 2017,"@725583 Our apologies for the delayed delivery. Did you happen to report this to us, here: https://t.co/vlvfJr4nN9?  Also, please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP",2555148,2555150
729893,AmazonHelp,False,Wed Oct 11 11:06:00 +0000 2017,"@294824 I'm sorry for the inconvenience is delivering this order, It is never our intention to cause inconvenience to our 1/2 ^MJ",,729888
669136,AmazonHelp,False,Thu Nov 23 05:14:26 +0000 2017,@172343 I'm sorry for the unpleasant experience with the purchase of your Motorola Phone. Please fill in your details here: https://t.co/beaaDm0muc and we'll get back to you with an update. ^AU,669137,669134
1353553,AmazonHelp,False,Fri Oct 27 19:43:33 +0000 2017,"@435666 I'm sorry! If there was no response, you may qualify to file an  
A-to-z Guarantee Claim here: https://t.co/7LBkWoo24z ^BT.",,1353552
403549,AmazonHelp,False,Mon Oct 09 20:45:32 +0000 2017,@211512 👏👏👏👏,,403550
1486239,AmazonHelp,False,Fri Nov 03 04:15:30 +0000 2017,"@465155 ご利用いただきありがとうございます！
ぜひ色々聴いてみてくださいね😊✨ YM",,1486240
1394636,AmazonHelp,False,Mon Oct 16 16:15:57 +0000 2017,@444330 We'd like to look into your concern and help. Please elabore on your concern. ^HA,1394637,1394638
516689,AmazonHelp,False,Sat Dec 02 01:00:40 +0000 2017,"@238685 ¿Ya has contactado al transportista? Hazlo por este enlace:  https://t.co/7DVtwp15vR

^JJ",,516690
445440,AmazonHelp,False,Wed Nov 22 10:11:27 +0000 2017,"@220494 Lamentamos esta experiencia. Recuerda que puedes reportar lo sucedido con nuestro Soporte al Cliente. 
Saludos,

^Andrea V",445439,445441
2254655,AmazonHelp,False,Fri Nov 10 23:01:26 +0000 2017,"@656730 Thanks so much for sharing your feedback with us, Dale! It helps us to improve. Please let us know if you ever have any other questions or concerns. ^WJ",,2254656
2211475,AmazonHelp,False,Sun Nov 26 14:43:30 +0000 2017,@226613 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll look into the issue for you. ^GD,,468737
821170,AmazonHelp,False,Sat Oct 14 10:23:32 +0000 2017,@315596 Twitter is a social media platform we'll not be able to access any of your account/order details Kindly drop 1/2 ^SH,,821168
2634090,AmazonHelp,False,Sun Nov 26 21:56:30 +0000 2017,"@743698 FREE One-Day Delivery refers to transit time, in business days, once your order has been dispatched. Some orders require additional processing and handling. To see more about delivery specifics: https://t.co/LW16AbnJnL ^GM",2634091,2634092
39566,AmazonHelp,False,Wed Nov 01 15:38:00 +0000 2017,@124649 Sorry about that! You can find out how to view your credits in the UK here: https://t.co/dOCC80P082 ^DD,,39564
1569565,AmazonHelp,False,Sat Nov 04 17:29:00 +0000 2017,@484122 Sometimes we ask our customer to reset their account passwords for security reasons. It is only to keep your account safe. ^RI,1569566,1569564
2676419,AmazonHelp,False,Tue Oct 31 13:52:29 +0000 2017,"@753302 However, the banks issuing the credit cards reserve the right to charge GST or other applicable taxes on the purchase.(2/2)^YP",2676420,2676421
782523,AmazonHelp,False,Thu Oct 12 09:13:32 +0000 2017,@306763 Please contact us directly here: https://t.co/JzP7hlA23B and we will look into this. ^PK,,782522
411890,AmazonHelp,False,Tue Oct 10 00:36:29 +0000 2017,@202513 Oh no! I'm sorry for the inconvenience. Have we missed the delivery date confirmed for your order: https://t.co/CTNCjptRFU? ^GM,411891,411892
575372,AmazonHelp,False,Sun Dec 03 07:55:00 +0000 2017,@255384 Hi Paul. What was the expected delivery date given at the time the order placed? Has that passed? ^DC,575366,575373
1171360,AmazonHelp,False,Tue Oct 24 23:26:00 +0000 2017,"@375959 I am so sorry about this delivery issue, Joshua. Please give us some information here: https://t.co/BX1JBGQQxF ^BE",,1171358
2964106,AmazonHelp,False,Wed Nov 29 23:34:52 +0000 2017,"@817842 I'm sorry to hear about this experience, Stella! We'd like to have a member of our team look into this for you. Please provide us with your information here: https://t.co/igxDBc2NfD ^NS",,2964104
1085132,AmazonHelp,False,Tue Oct 24 00:37:00 +0000 2017,@375963 Please don't post account details as this is a public forum. Have you checked your spam folder for an email from us? ^CN,1085133,1085131
577784,AmazonHelp,False,Sun Dec 03 09:55:26 +0000 2017,@256001 突然失礼いたします、公式サポートです。お支払い番号は商品によって発行時期が異なります。また、発行済みの場合は、アカウントサービスの注文履歴から番号を確認することが可能です。発行タイミングなど詳しくはリンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN,,577785
2113603,AmazonHelp,False,Wed Nov 08 16:52:30 +0000 2017,@381542 Apologies for the hassle. Please go through the link: https://t.co/vjJ1XVDAVN for an invoice. ^JS,,2113604
2668015,AmazonHelp,False,Sun Nov 19 04:54:28 +0000 2017,@751553 失礼いたします。　意図せずご登録となったご様子ではございますが、プライム特典には、対象動画見放題のプライム・ビデオをはじめ様々なサービスをご用意しておりますので、いろいろお試しいただけたら幸いです。◆特典一覧⇒https://t.co/a4QNwGyvvr　SM,2668014,2668016
363688,AmazonHelp,False,Sun Oct 08 19:08:31 +0000 2017,"@202189 I'm sorry for the discrepancy in information! Without posting any account details, can you let us know what's going on. ^BV","363689,363690",363691
2931425,AmazonHelp,False,Wed Nov 29 07:48:00 +0000 2017,"@810820 I'm sorry for the unpleasant experience you are having with us, can you please tell us the exact error you are getting while you are trying to place your order? ^SI",2931426,2931427
1108178,AmazonHelp,False,Wed Nov 08 18:04:00 +0000 2017,@381541 The item was listed with an incorrect price on our website for a short time; this error has since been corrected. (1/3)^MN,,1108173
505001,AmazonHelp,False,Fri Dec 01 20:47:29 +0000 2017,@235775 I'm sorry the order wasn't delivered to you! Please send us your details with this secure link so we can escalate this: https://t.co/W35P8S1uZj ^EP,505002,505003
1275011,AmazonHelp,False,Thu Oct 26 15:42:29 +0000 2017,@418457 Sorry for the unpleasant experience. Please contact us here : https://t.co/UA4qMoeDke. We'll look into it. ^MN,,1275012
2386370,AmazonHelp,False,Fri Oct 20 10:35:53 +0000 2017,@580480 We're truly sorry to hear about the cancellation of your order. I hope you give us another chance to serve you better. ^RS,,2386368
298450,AmazonHelp,False,Fri Oct 06 19:36:00 +0000 2017,"@187113 Woow, ella es la mejor, lo vas a disfrutar demasiado 😍. ^MB",,298451
504954,AmazonHelp,False,Fri Dec 01 20:52:35 +0000 2017,"@235767 Hola Fasari, dinos ¿hay algo en lo que podamos ayudarte?  ^RC",,504955
1406793,AmazonHelp,False,Wed Nov 01 22:25:30 +0000 2017,@446985 Pokemon wird aus lizenzrechtlichen Gründen nicht via Prime angeboten. Hier hast du alles im Überblick: https://t.co/do3KKZsokw ^SI,,1406794
1439146,AmazonHelp,False,Mon Oct 16 19:04:30 +0000 2017,@453984 We may be having unexpected delays for this pre-order. What game did you order? What the platform/console was it for? ^MJ,1439147,1439144
